Gene	Cell Type
ASB5	Satellite cells
SRXN1	Satellite cells
BDKRB1	Satellite cells
CDCP1	Satellite cells
VCAM1	Satellite cells
MYOD1	Satellite cells
SOX8	Satellite cells
SPRY1	Satellite cells
CXCL1	Satellite cells
HMOX1	Satellite cells
TNFRSF12A	Satellite cells
RUNX1	Satellite cells
BARX2	Satellite cells
TRIM32	Satellite cells
VAMP2	Satellite cells
PEG3	Satellite cells
MSTN	Satellite cells
ZFP423	Satellite cells
SCRIB	Satellite cells
NFATC2	Satellite cells
IRF2	Satellite cells
BMI1	Satellite cells
SIX1	Satellite cells
HOXC10	Satellite cells
NOTCH3	Satellite cells
HEYL	Satellite cells
GAL	Satellite cells
NCAM1	Satellite cells
CAV1	Satellite cells
GLUL	Satellite glial cells
GFAP	Satellite glial cells
EDNRB	Satellite glial cells
BDKRB2	Satellite glial cells
TGFA	Satellite glial cells
EPOR	Satellite glial cells
TNF	Satellite glial cells
IL6	Satellite glial cells
MAPK1	Satellite glial cells
JAK2	Satellite glial cells
SSTR1	Satellite glial cells
SLC6A1	Satellite glial cells
PTGDS	Satellite glial cells
SOX2	Satellite glial cells
CDH1	Satellite glial cells
KCNJ10	Satellite glial cells
AQP4	Satellite glial cells
CNGA3	Satellite glial cells
TLR4	Satellite glial cells
P2RY12	Satellite glial cells
P2RX7	Satellite glial cells
SLC1A3	Satellite glial cells
IL17A	Satellite glial cells
MPZ	Schwann cells
ITGB4	Schwann cells
LAMC1	Schwann cells
S100B	Schwann cells
POU3F1	Schwann cells
GFAP	Schwann cells
MAG	Schwann cells
OLIG1	Schwann cells
TST	Schwann cells
NDRG1	Schwann cells
CTHRC1	Schwann cells
NF2	Schwann cells
SEPT9	Schwann cells
AGR2	Schwann cells
NGFR	Schwann cells
CLDN19	Schwann cells
PRX	Schwann cells
NTRK1	Schwann cells
ART3	Schwann cells
BCAS1	Schwann cells
NPY	Schwann cells
ASPA	Schwann cells
LGI4	Schwann cells
BAG3	Schwann cells
RXRG	Schwann cells
SOX10	Schwann cells
CMTM5	Schwann cells
BCHE	Schwann cells
EGFL8	Schwann cells
GFRA3	Schwann cells
SEMA3B	Schwann cells
MATN2	Schwann cells
SCN7A	Schwann cells
CD82	Schwann cells
TAGLN	Schwann cells
NOV	Schwann cells
ALDOC	Schwann cells
APOD	Schwann cells
CRYAB	Schwann cells
PLP1	Schwann cells
PMP22	Schwann cells
CADM4	Schwann cells
KCNA1	Schwann cells
CNP	Schwann cells
GPR37L1	Schwann cells
NRN1	Schwann cells
CD59A	Schwann cells
STMN1	Schwann cells
CAMP	Sebocytes
IHH	Sebocytes
CRHR1	Sebocytes
CALCA	Sebocytes
F2RL1	Sebocytes
KLF5	Sebocytes
EXO1	Sebocytes
CRH	Sebocytes
CEBPB	Sebocytes
CDH1	Sebocytes
LTA4H	Sebocytes
RDH12	Sebocytes
CEBPA	Sebocytes
ADIPOR1	Sebocytes
ANGPTL4	Sebocytes
CYP24A1	Sebocytes
PTGER2	Sebocytes
CNR2	Sebocytes
KRT7	Sebocytes
SRD5A2	Sebocytes
FFAR2	Sebocytes
FFAR3	Sebocytes
MUC1	Sebocytes
HRH1	Sebocytes
TPH1	Serotonergic neurons
SLC6A4	Serotonergic neurons
FEV	Serotonergic neurons
TPH2	Serotonergic neurons
DDC	Serotonergic neurons
SLC18A2	Serotonergic neurons
ESM1	Serotonergic neurons
SLC22A3	Serotonergic neurons
AMH	Sertoli cells
INHBB	Sertoli cells
SHBG	Sertoli cells
GATA1	Sertoli cells
GATA4	Sertoli cells
DHH	Sertoli cells
AR	Sertoli cells
GDNF	Sertoli cells
MAFB	Sertoli cells
GAMT	Sertoli cells
MEIG1	Sertoli cells
KITL	Sertoli cells
HES5	Sertoli cells
CCL9	Sertoli cells
NF2	Sertoli cells
INHA	Sertoli cells
DES	Sertoli cells
FAS	Sertoli cells
WT1	Sertoli cells
AARD	Sertoli cells
CST12	Sertoli cells
DEFB19	Sertoli cells
CST9	Sertoli cells
RHOX8	Sertoli cells
GSTM6	Sertoli cells
ETD	Sertoli cells
TMEM184A	Sertoli cells
WNT6	Sertoli cells
MRO	Sertoli cells
HSD17B3	Sertoli cells
AMHR2	Sertoli cells
SEMA5B	Sertoli cells
SCX	Sertoli cells
HSD17B1	Sertoli cells
TSX	Sertoli cells
STIM1	Sertoli cells
ANKRD7	Sertoli cells
PHF7	Sertoli cells
CXCL12	Sertoli cells
STAR	Sertoli cells
WFDC2	Sertoli cells
PRND	Sertoli cells
HSPBAP1	Sertoli cells
NXF3	Sertoli cells
GBA2	Sertoli cells
PADI2	Sertoli cells
ABCG8	Sertoli cells
DIAPH2	Sertoli cells
CTSA	Sertoli cells
PFKFB3	Sertoli cells
MSI1	Sertoli cells
NOTCH2	Sertoli cells
GATA6	Sertoli cells
CLDN11	Sertoli cells
OCLN	Sertoli cells
SERPINA3N	Sertoli cells
SERPINB9	Sertoli cells
SERPING1	Sertoli cells
CD55	Sertoli cells
CD46	Sertoli cells
CLU	Sertoli cells
FSHR	Sertoli cells
RXRB	Sertoli cells
PRLR	Sertoli cells
SLC16A3	Sertoli cells
EPS8	Sertoli cells
NR1H2	Sertoli cells
BCAR3	Sertoli cells
SOX9	Sertoli cells
ACTA2	Smooth muscle cells
CNN1	Smooth muscle cells
HEXIM1	Smooth muscle cells
TAGLN	Smooth muscle cells
RGS5	Smooth muscle cells
WFDC1	Smooth muscle cells
NOTCH3	Smooth muscle cells
RPRM	Smooth muscle cells
DES	Smooth muscle cells
FHL2	Smooth muscle cells
FBLN5	Smooth muscle cells
LOX	Smooth muscle cells
NF2	Smooth muscle cells
ANGPT1	Smooth muscle cells
CRABP1	Smooth muscle cells
MYH11	Smooth muscle cells
FABP4	Smooth muscle cells
ACTC1	Smooth muscle cells
ANKRD1	Smooth muscle cells
OBSCN	Smooth muscle cells
PDE4DIP	Smooth muscle cells
LMO7	Smooth muscle cells
MYH6	Smooth muscle cells
NEXN	Smooth muscle cells
ACTG2	Smooth muscle cells
MUSTN1	Smooth muscle cells
SOD3	Smooth muscle cells
HSPB6	Smooth muscle cells
RRAD	Smooth muscle cells
LMOD1	Smooth muscle cells
ITGA1	Smooth muscle cells
SPEG	Smooth muscle cells
EHD2	Smooth muscle cells
RBPMS2	Smooth muscle cells
MAP3K7CL	Smooth muscle cells
SLC38A11	Smooth muscle cells
GJA4	Smooth muscle cells
KAT2B	Smooth muscle cells
LGR6	Smooth muscle cells
MSRB3	Smooth muscle cells
AKT2	Smooth muscle cells
RASL12	Smooth muscle cells
ZBTB44	Smooth muscle cells
WWP2	Smooth muscle cells
SSPN	Smooth muscle cells
OTUD1	Smooth muscle cells
FAS	Smooth muscle cells
VASN	Smooth muscle cells
PDGFD	Smooth muscle cells
SMOC1	Smooth muscle cells
AAED1	Smooth muscle cells
AOC3	Smooth muscle cells
SEC24D	Smooth muscle cells
KCNAB1	Smooth muscle cells
MYLK4	Smooth muscle cells
KIF1C	Smooth muscle cells
MRVI1	Smooth muscle cells
JPH2	Smooth muscle cells
ITGA9	Smooth muscle cells
KCNMB1	Smooth muscle cells
NOX4	Smooth muscle cells
NOV	Smooth muscle cells
DMPK	Smooth muscle cells
SH3BGR	Smooth muscle cells
ITGA8	Smooth muscle cells
TCF21	Smooth muscle cells
ADAMDEC1	Smooth muscle cells
HHIP	Smooth muscle cells
MFAP5	Smooth muscle cells
SPON2	Smooth muscle cells
LAMB2	Smooth muscle cells
GJC1	Smooth muscle cells
ACKR3	Smooth muscle cells
OGN	Smooth muscle cells
SMTN	Smooth muscle cells
BGN	Smooth muscle cells
MYL9	Smooth muscle cells
MYLK	Smooth muscle cells
PCP4L1	Smooth muscle cells
SNCG	Smooth muscle cells
PLN	Smooth muscle cells
NRP2	Smooth muscle cells
CAPN1	Spermatocytes
JAKMIP1	Spermatocytes
SMCP	Spermatocytes
GKAP1	Spermatocytes
SPATA33	Spermatocytes
NOTCH3	Spermatocytes
PGK2	Spermatocytes
ACR	Spermatocytes
SYCP1	Spermatocytes
SYCP2	Spermatocytes
SYCP3	Spermatocytes
TXNDC8	Spermatocytes
TEX101	Spermatocytes
CD46	Spermatocytes
INHBB	Spermatocytes
PRM1	Spermatocytes
PRM2	Spermatocytes
IGF2	Spermatocytes
TNP1	Spermatocytes
OSR2	Spermatocytes
ABHD2	Spermatozoa
HVCN1	Spermatozoa
GPR55	Spermatozoa
ABCA1	Spermatozoa
SLC31A1	Spermatozoa
LDHC	Spermatozoa
PRKAA2	Spermatozoa
HSPA2	Spermatozoa
ODF1	Spermatozoa
MMP2	Stromal cells
MMP9	Stromal cells
TLR3	Stromal cells
MME	Stromal cells
PECAM1	Stromal cells
ITGA4	Stromal cells
ITGAV	Stromal cells
ICAM1	Stromal cells
VCAM1	Stromal cells
KIT	Stromal cells
PDGFRA	Stromal cells
PDGFRB	Stromal cells
MADCAM1	Stromal cells
B4GALNT1	Stromal cells
TLR1	Stromal cells
TLR2	Stromal cells
TLR4	Stromal cells
CDH11	Stromal cells
CALB2	Stromal cells
DES	Stromal cells
MMRN2	Stromal cells
CD248	Stromal cells
FAP	Stromal cells
LAMC2	Stromal cells
SNED1	Stromal cells
TNC	Stromal cells
LUM	Stromal cells
COL15A1	Stromal cells
GDF10	Stromal cells
COL4A1	Stromal cells
BMP4	Stromal cells
WNT2	Stromal cells
BMP5	Stromal cells
CD3D	T cells
CD3G	T cells
CD3E	T cells
HOPX	T cells
CCL3	T cells
CCL4	T cells
SYT3	T cells
NOTCH3	T cells
SEMA6D	T cells
DKK3	T cells
IFIT3	T cells
CERK	T cells
CCL6	T cells
PMCH	T cells
CD4	T cells
LTB	T cells
GIMAP3	T cells
CXCR6	T cells
IL7R	T cells
SATB1	T cells
LEF1	T cells
ITK	T cells
TRBC2	T cells
PTPRCAP	T cells
GEM	T cells
CD7	T cells
MAFF	T cells
TGIF1	T cells
RORA	T cells
TNFAIP3	T cells
CREM	T cells
PXDC1	T cells
NABP1	T cells
FAM110A	T cells
TRAC	T cells
CD69	T cells
CXCR4	T cells
H2-Q7	T cells
TRBC1	T cells
SEPT1	T cells
BCL2	T cells
CYTL1	T cells
CD2	T cells
CTSW	T cells
PTPN22	T cells
TXK	T cells
GDPD3	T cells
TRAF1	T cells
IL2RA	T cells
BATF3	T cells
LAG3	T cells
CD8B1	T cells
GZMK	T cells
GZMB	T cells
SH2D1A	T cells
MYO1G	T cells
FMNL1	T cells
S1PR4	T cells
CD247	T cells
MS4A4C	T cells
GIMAP5	T cells
CD28	T cells
CD160	T cells
TCRG-C1	T cells
TRDC	T cells
H2-T3	T cells
RHOH	T cells
KLRB1	T cells
CCR2	T cells
IL2RB	T cells
CD163L1	T cells
TRDV4	T cells
MBD2	T cells
ICOS	T cells
IL18R1	T cells
TNFRSF4	T cells
CCL20	T cells
CLEC2D	T cells
CD8A	T cells
CD6	T cells
S100A4	T cells
CCL5	T cells
LCK	T cells
CD81	T cells
THY1	T cells
LAT	T cells
SKAP1	T cells
TCF7	T cells
CCR7	T cells
MYB	T cells
GZMA	T cells
JUNB	T cells
DUSP2	T cells
IFNG	T cells
CD52	T cells
BRAF	T cells
CD3D	T cells naive
CD4	T cells naive
SELL	T cells naive
CCR7	T cells naive
CD2	T cytotoxic cells
CD27	T cytotoxic cells
CD28	T cytotoxic cells
CD5	T cytotoxic cells
CD69	T cytotoxic cells
CD8A	T cytotoxic cells
GZMB	T cytotoxic cells
TRAC	T cytotoxic cells
BCL6	T follicular helper cells
CD3D	T follicular helper cells
CD4	T follicular helper cells
CD84	T follicular helper cells
SLAMF1	T follicular helper cells
CD40LG	T follicular helper cells
CXCR5	T follicular helper cells
TNFSF4	T follicular helper cells
ICOS	T follicular helper cells
PDCD1	T follicular helper cells
CD200	T follicular helper cells
P2RX7	T follicular helper cells
IFNG	T helper cells
IL2	T helper cells
TBX21	T helper cells
DPP4	T helper cells
KLRD1	T helper cells
CXCR3	T helper cells
CCR1	T helper cells
CCR5	T helper cells
TNFSF11	T helper cells
HAVCR2	T helper cells
IL18R1	T helper cells
LTBR	T helper cells
TNF	T helper cells
LTA	T helper cells
GATA3	T helper cells
CSF2	T helper cells
IL4	T helper cells
IL5	T helper cells
IL6	T helper cells
IL10	T helper cells
IL13	T helper cells
CCR8	T helper cells
CXCR4	T helper cells
CCR3	T helper cells
CCR7	T helper cells
ICOS	T helper cells
PTGDR2	T helper cells
HAVCR1	T helper cells
IL1R2	T helper cells
IRF4	T helper cells
STAT6	T helper cells
IL17A	T helper cells
IL17F	T helper cells
IL21	T helper cells
IL22	T helper cells
RORA	T helper cells
RORC	T helper cells
CD38	T helper cells
KLRB1	T helper cells
AHR	T helper cells
CCR10	T helper cells
CD3D	T helper cells
CD4	T helper cells
CCR4	T helper cells
CCR6	T helper cells
IL9	T helper cells
CD2	T helper cells
CD28	T helper cells
CD5	T helper cells
IL1RL1	T helper cells
FOXP3	T helper cells
CD3G	T helper cells
TNFRSF4	T helper cells
IL4RA	T helper cells
CD40LG	T helper cells
IL17RB	T helper cells
HPGDS	T helper cells
NFATC2	T helper cells
NFKB1	T helper cells
NR3C1	T helper cells
PPARG	T helper cells
SELL	T memory cells
CCR7	T memory cells
CD4	T memory cells
CCR5	T memory cells
CD69	T memory cells
ITGB5	T memory cells
BCL2	T memory cells
GRAP2	T memory cells
TBC1D10C	T memory cells
CYTIP	T memory cells
KPNA4	T memory cells
CD247	T memory cells
EPSTI1	T memory cells
APBB1IP	T memory cells
CD27	T memory cells
RHOH	T memory cells
GIMAP1	T memory cells
ACP5	T memory cells
IKZF1	T memory cells
SP100	T memory cells
DGKA	T memory cells
IL7R	T memory cells
ITGB7	T memory cells
NKG7	T memory cells
CD28	T memory cells
H2-T23	T memory cells
GIMAP3	T memory cells
H2-Q7	T memory cells
BIN2	T memory cells
RAPGEF6	T memory cells
ARHGEF1	T memory cells
MIR142HG	T memory cells
S100A9	T memory cells
SLFN2	T memory cells
ARHGAP15	T memory cells
CD3E	T memory cells
SKAP1	T memory cells
GIMAP4	T memory cells
CD2	T memory cells
PTPRC	T memory cells
LAT	T memory cells
MS4A6B	T memory cells
TCF7	T memory cells
LEF1	T memory cells
SEPT1	T memory cells
ARHGAP45	T memory cells
SATB1	T memory cells
PTPRCAP	T memory cells
S100A8	T memory cells
LTB	T memory cells
LCK	T memory cells
TRBC1	T memory cells
TRAC	T memory cells
CD3G	T memory cells
CD3D	T memory cells
MS4A4B	T memory cells
TRBC2	T memory cells
CD7	T memory cells
CXCR6	T memory cells
ICOS	T memory cells
CCR6	T memory cells
ITGAE	T memory cells
ENPP1	T memory cells
FOXP3	T regulatory cells
IKZF2	T regulatory cells
CD4	T regulatory cells
IL2RA	T regulatory cells
ENTPD1	T regulatory cells
SELL	T regulatory cells
NT5E	T regulatory cells
ITGAE	T regulatory cells
TNFRSF4	T regulatory cells
CTLA4	T regulatory cells
CCR4	T regulatory cells
LAG3	T regulatory cells
IZUMO1R	T regulatory cells
CNGB1	T regulatory cells
TNFRSF18	T regulatory cells
MAF	T regulatory cells
IL10	T regulatory cells
IL1R1	T regulatory cells
ITGB8	T regulatory cells
LRRC32	T regulatory cells
FOLR1	T regulatory cells
GPR50	Tanycytes
DRD2	Tanycytes
DIO2	Tanycytes
COL23A1	Tanycytes
SLC16A2	Tanycytes
LHX2	Tanycytes
PTN	Tanycytes
SLC17A8	Tanycytes
COL25A1	Tanycytes
RAX	Tanycytes
PRDX6	Tanycytes
CD59A	Tanycytes
CRYM	Tanycytes
VCAN	Tanycytes
FRZB	Tanycytes
PENK	Tanycytes
CACNA2D2	Tanycytes
ADM	Tanycytes
SPRR1A	Tanycytes
SCN7A	Tanycytes
FNDC3C1	Tanycytes
MEST	Tanycytes
IGFBP5	Tanycytes
RGCC	Tanycytes
RGS7BP	Tanycytes
CTGF	Tanycytes
TGFB2	Tanycytes
TAS1R1	Taste receptor cells
TAS1R2	Taste receptor cells
TAS1R3	Taste receptor cells
P2RX7	Taste receptor cells
CCK	Taste receptor cells
KCNQ1	Taste receptor cells
KCNH2	Taste receptor cells
GNAT3	Taste receptor cells
TRPM5	Taste receptor cells
NR3C1	Taste receptor cells
SYP	Taste receptor cells
SV2B	Taste receptor cells
PKD2L1	Taste receptor cells
MCOLN3	Taste receptor cells
TRPM8	Taste receptor cells
PROX1	Taste receptor cells
GRM4	Taste receptor cells
NOTCH1	Thymocytes
CD38	Thymocytes
CXCR4	Thymocytes
TNF	Thymocytes
CD2	Thymocytes
CD4	Thymocytes
CD5	Thymocytes
CD8A	Thymocytes
IL2RA	Thymocytes
CD69	Thymocytes
SLAMF1	Thymocytes
TAGAP	Thymocytes
MS4A4B	Thymocytes
UCP2	Thymocytes
TSHR	Thymocytes
CD27	Thymocytes
CD28	Thymocytes
BCL6	Thymocytes
CIDEA	Thymocytes
EZR	Thymocytes
SLC26A4	Transient cells
CAR12	Transient cells
RHBG	Transient cells
HEPACAM2	Transient cells
INSRR	Transient cells
CLCNKB	Transient cells
COL18A1	Transient cells
SLC43A2	Transient cells
TMEM117	Transient cells
PARM1	Transient cells
ST14	Transient cells
ENPP5	Transient cells
GCLC	Transient cells
SYT7	Transient cells
ITGAV	Transient cells
TMEM50B	Transient cells
CTNNB1	Transient cells
ACO2	Transient cells
SMPD1	Transient cells
OGDH	Transient cells
SEC23B	Transient cells
CDC42BPB	Transient cells
PIP4K2C	Transient cells
KRT86	Trichocytes
DSG2	Trichocytes
KRT81	Trichocytes
DSG4	Trichocytes
HOXC13	Trichocytes
CREBRF	Trigeminal neurons
PRKX	Trigeminal neurons
PRDM12	Trigeminal neurons
DHCR24	Trigeminal neurons
CALCA	Trigeminal neurons
CALCB	Trigeminal neurons
VWA5A	Trigeminal neurons
PRRXL1	Trigeminal neurons
PPP1R1C	Trigeminal neurons
AVIL	Trigeminal neurons
PIRT	Trigeminal neurons
TAC1	Trigeminal neurons
PRPH	Trigeminal neurons
SCN9A	Trigeminal neurons
RUFY2	Trigeminal neurons
FAM189B	Trigeminal neurons
CLGN	Trigeminal neurons
SCN7A	Trigeminal neurons
NEFH	Trigeminal neurons
GCNT2	Trigeminal neurons
ZDHHC2	Trigeminal neurons
PARM1	Trigeminal neurons
AHNAK2	Trigeminal neurons
PHF24	Trigeminal neurons
KCNAB2	Trigeminal neurons
ATL1	Trigeminal neurons
HSPB8	Trigeminal neurons
FKBP1B	Trigeminal neurons
TLN2	Trigeminal neurons
SYNM	Trigeminal neurons
GDAP1	Trigeminal neurons
DGKZ	Trigeminal neurons
PRUNE2	Trigeminal neurons
SLC17A6	Trigeminal neurons
FGF13	Trigeminal neurons
DGKH	Trigeminal neurons
CPNE3	Trigeminal neurons
CCDC92	Trigeminal neurons
SNCG	Trigeminal neurons
NICN1	Trigeminal neurons
NEFM	Trigeminal neurons
RGS7BP	Trigeminal neurons
ADD2	Trigeminal neurons
PIEZO2	Trigeminal neurons
VAMP1	Trigeminal neurons
SCN10A	Trigeminal neurons
CD4	Trophoblast cells
TTPA	Trophoblast cells
TNFRSF9	Trophoblast cells
STAR	Trophoblast cells
HOPX	Trophoblast cells
ADAM19	Trophoblast cells
CYP24A1	Trophoblast cells
LIF	Trophoblast cells
HAND1	Trophoblast cells
ELF5	Trophoblast cells
SIRT1	Trophoblast cells
PTHLH	Trophoblast cells
ACKR2	Trophoblast cells
IGF2	Trophoblast cells
CDX2	Trophoblast cells
KRT7	Trophoblast cells
DLX3	Trophoblast cells
GCM1	Trophoblast cells
ASCL2	Trophoblast cells
INHBA	Trophoblast cells
MLANA	Trophoblast cells
SERPINE1	Trophoblast cells
PHLDA2	Trophoblast cells
TFEB	Trophoblast cells
PERP	Trophoblast cells
PARP1	Trophoblast cells
ISG20	Trophoblast progenitor cells
FOXO4	Trophoblast progenitor cells
TFAP2C	Trophoblast progenitor cells
TFAP2C	Trophoblast stem cells
SUCNR1	Tuft cells
FABP1	Tuft cells
POU2F3	Tuft cells
SIGLECF	Tuft cells
CDHR2	Tuft cells
AVIL	Tuft cells
ESPN	Tuft cells
LRMP	Tuft cells
TRPM5	Tuft cells
DCLK1	Tuft cells
TAS1R3	Tuft cells
SOX9	Tuft cells
TUBB5	Tuft cells
CAMK2B	Tuft cells
GNAT3	Tuft cells
IL25	Tuft cells
PLCB2	Tuft cells
GFI1B	Tuft cells
ATOH1	Tuft cells
CD24A	Tuft cells
ASIC5	Tuft cells
KLF3	Tuft cells
KLF6	Tuft cells
DRD3	Tuft cells
NRADD	Tuft cells
GNG13	Tuft cells
NREP	Tuft cells
RGS2	Tuft cells
RAC2	Tuft cells
PTGS1	Tuft cells
IRF7	Tuft cells
FFAR3	Tuft cells
ALOX5	Tuft cells
TSLP	Tuft cells
IL4RA	Tuft cells
IL13RA1	Tuft cells
IL17RB	Tuft cells
PTPRC	Tuft cells
BATF3	Undefined placental cells
DIO3	Undefined placental cells
DKKL1	Undefined placental cells
DUSP9	Undefined placental cells
FTHL17A	Undefined placental cells
H19	Undefined placental cells
LAS1L	Undefined placental cells
LDOC1	Undefined placental cells
MBNL3	Undefined placental cells
PHLDA2	Undefined placental cells
PRL3B1	Undefined placental cells
PRSS8	Undefined placental cells
RHOX5	Undefined placental cells
RHOX6	Undefined placental cells
RHOX9	Undefined placental cells
SCT	Undefined placental cells
SERPINB9E	Undefined placental cells
SERPINB9G	Undefined placental cells
TEX19.1	Undefined placental cells
TFRC	Undefined placental cells
TPBPA	Undefined placental cells
KRT23	Undefined placental cells
TRPV1	Urothelial cells
NAT1	Urothelial cells
UPK1B	Urothelial cells
PIEZO1	Urothelial cells
UMODL1	Urothelial cells
IVL	Urothelial cells
SLC14A1	Urothelial cells
UPK3A	Urothelial cells
UPK1A	Urothelial cells
UPK2	Urothelial cells
UPK3B	Urothelial cells
ACTA2	Vascular smooth muscle cells
MYH11	Vascular smooth muscle cells
PDGFRB	Vascular smooth muscle cells
SEMA3D	Vascular smooth muscle cells
TBX18	Vascular smooth muscle cells
WT1	Vascular smooth muscle cells
